PEAK_chr	PEAK_start	PEAK_end	GENE_chr	GENE_start	GENE_end	ID
chr5	20101636	20103850	chr5	20101574	20101675	AT5G49530
chr5	20101636	20103850	chr5	20101574	20101675	AT5G49530
chr5	20101636	20103850	chr5	20101749	20101817	AT5G49530
chr5	20101636	20103850	chr5	20101749	20101817	AT5G49530
chr5	20101636	20103850	chr5	20101908	20102030	AT5G49530
chr5	20101636	20103850	chr5	20101908	20102030	AT5G49530
chr5	20101636	20103850	chr5	20102139	20102189	AT5G49530
chr5	20101636	20103850	chr5	20102139	20102189	AT5G49530
chr5	20101636	20103850	chr5	20102297	20102403	AT5G49530
chr5	20101636	20103850	chr5	20102297	20102403	AT5G49530
chr5	20101636	20103850	chr5	20102506	20102577	AT5G49530
chr5	20101636	20103850	chr5	20102506	20102577	AT5G49530
chr5	20101636	20103850	chr5	20102726	20102777	AT5G49530
chr5	20101636	20103850	chr5	20102726	20102777	AT5G49530
chr5	20101636	20103850	chr5	20103675	20103884	AT5G49530
chr5	20101636	20103850	chr5	20103675	20103884	AT5G49530
chr5	20101636	20103850	chr5	20100579	20104447	AT5G49530
chr5	20101636	20103850	chr5	20100579	20104447	AT5G49530
chr5	20101636	20103850	chr5	20100934	20104242	AT5G49530
chr5	20101636	20103850	chr5	20102917	20103545	AT5G49530
chr5	20101636	20103850	chr5	20102917	20103545	AT5G49530
chr3	19381733	19382652	chr3	19376138	19383100	AT3G52250
chr3	19381733	19382652	chr3	19376138	19383100	AT3G52250
chr3	19381733	19382652	chr3	19376629	19383100	AT3G52250
chr3	19381733	19382652	chr3	19380516	19383100	AT3G52250
chr3	19381733	19382652	chr3	19380516	19383100	AT3G52250
chr1	25706594	25708058	chr1	25706882	25708255	AT1G68510
chr1	25706594	25708058	chr1	25706882	25708255	AT1G68510
chr1	25706594	25708058	chr1	25707033	25708004	AT1G68510
chr1	25706594	25708058	chr1	25706882	25707222	AT1G68510
chr1	25706594	25708058	chr1	25706882	25707032	AT1G68510
chr1	25706594	25708058	chr1	25707033	25707222	AT1G68510
chr1	25706594	25708058	chr1	25707493	25708255	AT1G68510
chr1	25706594	25708058	chr1	25707493	25708004	AT1G68510
chr1	25706594	25708058	chr1	25708005	25708255	AT1G68510
chr1	25873616	25874757	chr1	25872445	25875550	AT1G68830
chr1	25873616	25874757	chr1	25872445	25875550	AT1G68830
chr1	25873616	25874757	chr1	25872654	25875473	AT1G68830
chr1	25873616	25874757	chr1	25874702	25874821	AT1G68830
chr1	25873616	25874757	chr1	25874702	25874821	AT1G68830
chr1	25873616	25874757	chr1	25874523	25874621	AT1G68830
chr1	25873616	25874757	chr1	25874523	25874621	AT1G68830
chr1	25873616	25874757	chr1	25874277	25874445	AT1G68830
chr1	25873616	25874757	chr1	25874277	25874445	AT1G68830
chr1	25873616	25874757	chr1	25874092	25874185	AT1G68830
chr1	25873616	25874757	chr1	25874092	25874185	AT1G68830
chr1	25873616	25874757	chr1	25873875	25873968	AT1G68830
chr1	25873616	25874757	chr1	25873875	25873968	AT1G68830
chr1	25873616	25874757	chr1	25873713	25873769	AT1G68830
chr1	25873616	25874757	chr1	25873713	25873769	AT1G68830
chr4	12841106	12844326	chr4	12840970	12841374	AT4G24973
chr4	12841106	12844326	chr4	12840970	12841374	AT4G24973
chr4	12841106	12844326	chr4	12840970	12841374	AT4G24973
chr4	12841106	12844326	chr4	12840970	12841374	AT4G24973
chr4	12841106	12844326	chr4	12840970	12841374	AT4G24973
chr4	12841106	12844326	chr4	12842850	12843363	AT4G24974
chr4	12841106	12844326	chr4	12842850	12843363	AT4G24974
chr4	12841106	12844326	chr4	12842889	12843287	AT4G24974
chr4	12841106	12844326	chr4	12842850	12843363	AT4G24974
chr4	12841106	12844326	chr4	12842850	12842888	AT4G24974
chr4	12841106	12844326	chr4	12842889	12843287	AT4G24974
chr4	12841106	12844326	chr4	12843288	12843363	AT4G24974
chr4	12841106	12844326	chr4	12843802	12844209	AT4G24975
chr4	12841106	12844326	chr4	12843802	12844209	AT4G24975
chr4	12841106	12844326	chr4	12843802	12844209	AT4G24975
chr4	12841106	12844326	chr4	12843802	12844209	AT4G24975
chr4	12841106	12844326	chr4	12843802	12844209	AT4G24975
chr5	3832888	3833940	chr5	3831664	3832944	AT5G11890
chr5	3832888	3833940	chr5	3831664	3832944	AT5G11890
chr5	3832888	3833940	chr5	3831664	3832944	AT5G11890
chr5	3832888	3833940	chr5	3832634	3832944	AT5G11890
chr1	10055264	10056799	chr1	10053617	10055731	AT1G28610
chr1	10055264	10056799	chr1	10053617	10055681	AT1G28610
chr1	10055264	10056799	chr1	10054477	10055665	AT1G28610
chr1	10055264	10056799	chr1	10055666	10055681	AT1G28610
chr1	10055264	10056799	chr1	10055413	10055665	AT1G28610
chr1	10055264	10056799	chr1	10055413	10055681	AT1G28610
chr1	10055264	10056799	chr1	10053617	10055731	AT1G28610
chr1	10055264	10056799	chr1	10053877	10055665	AT1G28610
chr1	10055264	10056799	chr1	10055666	10055731	AT1G28610
chr1	10055264	10056799	chr1	10055413	10055665	AT1G28610
chr1	10055264	10056799	chr1	10055413	10055731	AT1G28610
chr1	10055264	10056799	chr1	10056193	10057819	AT1G28620
chr1	10055264	10056799	chr1	10056193	10057819	AT1G28620
chr1	10055264	10056799	chr1	10056193	10057819	AT1G28620
chr4	56159	57315	chr4	57199	59286	AT4G00150
chr4	56159	57315	chr4	57199	59286	AT4G00150
chr4	56159	57315	chr4	57199	57428	AT4G00150
chr4	56159	57315	chr4	57199	59286	AT4G00150
chr1	26752463	26754352	chr1	26752401	26752664	AT1G70949
chr1	26752463	26754352	chr1	26752401	26752664	AT1G70949
chr1	26752463	26754352	chr1	26752401	26752664	AT1G70949
chr1	26752463	26754352	chr1	26752401	26752664	AT1G70949
chr1	26752463	26754352	chr1	26752401	26752664	AT1G70949
chr1	26752463	26754352	chr1	26752689	26752820	AT1G70950
chr1	26752463	26754352	chr1	26752689	26752778	AT1G70950
chr1	26752463	26754352	chr1	26752779	26752820	AT1G70950
chr1	26752463	26754352	chr1	26753226	26753840	AT1G70950
chr1	26752463	26754352	chr1	26753226	26753840	AT1G70950
chr1	26752463	26754352	chr1	26753922	26754100	AT1G70950
chr1	26752463	26754352	chr1	26753922	26754100	AT1G70950
chr1	26752463	26754352	chr1	26754199	26754288	AT1G70950
chr1	26752463	26754352	chr1	26754199	26754288	AT1G70950
chr1	26752463	26754352	chr1	26752689	26755359	AT1G70950
chr1	26752463	26754352	chr1	26752689	26755359	AT1G70950
chr1	26752463	26754352	chr1	26752779	26755242	AT1G70950
chr5	7058696	7059322	chr5	7061103	7069219	AT5G20840
chr5	7058696	7059322	chr5	7061103	7069219	AT5G20840
chr5	7058696	7059322	chr5	7061103	7061637	AT5G20840
chr5	7058696	7059322	chr5	7061103	7061745	AT5G20840
chr1	26245000	26247359	chr1	26248318	26253585	AT1G69770
chr1	26245000	26247359	chr1	26248318	26253585	AT1G69770
chr1	26245000	26247359	chr1	26248318	26248495	AT1G69770
chr1	26245000	26247359	chr1	26248318	26248658	AT1G69770
chr4	7794543	7795725	chr4	7792219	7795824	AT4G13410
chr4	7794543	7795725	chr4	7792219	7795824	AT4G13410
chr4	7794543	7795725	chr4	7792219	7795824	AT4G13410
chr4	7794543	7795725	chr4	7795322	7795627	AT4G13410
chr4	7794543	7795725	chr4	7795322	7795627	AT4G13410
chr4	7794543	7795725	chr4	7794915	7795013	AT4G13410
chr4	7794543	7795725	chr4	7794915	7795013	AT4G13410
chr4	7794543	7795725	chr4	7794521	7794773	AT4G13410
chr4	7794543	7795725	chr4	7794521	7794773	AT4G13410
chr3	19459870	19462322	chr3	19455699	19458919	AT3G52490
chr3	19459870	19462322	chr3	19455699	19458919	AT3G52490
chr3	19459870	19462322	chr3	19458722	19458919	AT3G52490
chr3	19459870	19462322	chr3	19457583	19458919	AT3G52490
chr1	8987374	8988245	chr1	8991826	8992182	AT1G25570
chr1	8987374	8988245	chr1	8991826	8992292	AT1G25570
chr1	8987374	8988245	chr1	8991826	8995496	AT1G25570
chr1	8987374	8988245	chr1	8991826	8995496	AT1G25570
chr5	22666746	22667710	chr5	22667235	22669545	AT5G55970
chr5	22666746	22667710	chr5	22667235	22669545	AT5G55970
chr5	22666746	22667710	chr5	22667235	22667748	AT5G55970
chr5	22666746	22667710	chr5	22667235	22667748	AT5G55970
chr3	1490053	1491978	chr3	1491172	1491320	AT3G05220
chr3	1490053	1491978	chr3	1491172	1491314	AT3G05220
chr3	1490053	1491978	chr3	1488595	1491320	AT3G05220
chr3	1490053	1491978	chr3	1488595	1491320	AT3G05220
chr3	1490053	1491978	chr3	1488808	1491171	AT3G05220
chr3	1490053	1491978	chr3	1489544	1491320	AT3G05220
chr3	1490053	1491978	chr3	1489544	1491171	AT3G05220
chr3	1490053	1491978	chr3	1489419	1491314	AT3G05220
chr3	1490053	1491978	chr3	1489735	1491171	AT3G05220
chr3	1490053	1491978	chr3	1489419	1491314	AT3G05220
chr3	1490053	1491978	chr3	1489735	1491171	AT3G05220
chr5	24956165	24956919	chr5	24954506	24955385	AT5G62140
chr5	24956165	24956919	chr5	24954506	24955385	AT5G62140
chr5	24956165	24956919	chr5	24955377	24955385	AT5G62140
chr5	24956165	24956919	chr5	24954933	24955385	AT5G62140
chr1	9650026	9652002	chr1	9648141	9649073	AT1G27730
chr1	9650026	9652002	chr1	9648141	9649073	AT1G27730
chr1	9650026	9652002	chr1	9648986	9649073	AT1G27730
chr1	9650026	9652002	chr1	9648141	9649073	AT1G27730
chr1	23026058	23028103	chr1	23026776	23029339	AT1G62305
chr1	23026058	23028103	chr1	23026776	23029339	AT1G62305
chr1	23026058	23028103	chr1	23026989	23029189	AT1G62305
chr1	23026058	23028103	chr1	23027916	23027996	AT1G62305
chr1	23026058	23028103	chr1	23027916	23027996	AT1G62305
chr1	23026058	23028103	chr1	23027714	23027755	AT1G62305
chr1	23026058	23028103	chr1	23027714	23027755	AT1G62305
chr1	23026058	23028103	chr1	23027520	23027576	AT1G62305
chr1	23026058	23028103	chr1	23027520	23027576	AT1G62305
chr1	23026058	23028103	chr1	23027269	23027415	AT1G62305
chr1	23026058	23028103	chr1	23027269	23027415	AT1G62305
chr1	23026058	23028103	chr1	23026989	23027156	AT1G62305
chr1	23026058	23028103	chr1	23026776	23026988	AT1G62305
chr1	23026058	23028103	chr1	23026776	23027156	AT1G62305
chr1	23026058	23028103	chr1	23026776	23029339	AT1G62305
chr1	23026058	23028103	chr1	23026989	23029189	AT1G62305
chr1	23026058	23028103	chr1	23027916	23027996	AT1G62305
chr1	23026058	23028103	chr1	23027916	23027996	AT1G62305
chr1	23026058	23028103	chr1	23027714	23027755	AT1G62305
chr1	23026058	23028103	chr1	23027714	23027755	AT1G62305
chr1	23026058	23028103	chr1	23027520	23027576	AT1G62305
chr1	23026058	23028103	chr1	23027520	23027576	AT1G62305
chr1	23026058	23028103	chr1	23027269	23027415	AT1G62305
chr1	23026058	23028103	chr1	23027269	23027415	AT1G62305
chr1	23026058	23028103	chr1	23026989	23027156	AT1G62305
chr1	23026058	23028103	chr1	23026776	23026988	AT1G62305
chr1	23026058	23028103	chr1	23026776	23027156	AT1G62305
chr2	10983226	10984360	chr2	10980122	10983945	AT2G25740
chr2	10983226	10984360	chr2	10980122	10983945	AT2G25740
chr2	10983226	10984360	chr2	10980175	10983632	AT2G25740
chr2	10983226	10984360	chr2	10983497	10983945	AT2G25740
chr2	10983226	10984360	chr2	10983497	10983632	AT2G25740
chr2	10983226	10984360	chr2	10983633	10983945	AT2G25740
chr3	10911198	10912893	chr3	10911157	10911575	AT3G28910
chr3	10911198	10912893	chr3	10911157	10911442	AT3G28910
chr3	10911198	10912893	chr3	10911443	10911575	AT3G28910
chr3	10911198	10912893	chr3	10911902	10912031	AT3G28910
chr3	10911198	10912893	chr3	10911902	10912031	AT3G28910
chr3	10911198	10912893	chr3	10912148	10913190	AT3G28910
chr3	10911198	10912893	chr3	10912148	10912856	AT3G28910
chr3	10911198	10912893	chr3	10912857	10913190	AT3G28910
chr3	10911198	10912893	chr3	10911157	10913190	AT3G28910
chr3	10911198	10912893	chr3	10911157	10913190	AT3G28910
chr3	10911198	10912893	chr3	10911443	10912856	AT3G28910
chr1	9989718	9991993	chr1	9992986	9993639	AT1G28430
chr1	9989718	9991993	chr1	9992986	9993639	AT1G28430
chr1	9989718	9991993	chr1	9992986	9994642	AT1G28430
chr1	9989718	9991993	chr1	9992986	9994642	AT1G28430
chr1	9989718	9991993	chr1	9992986	9994642	AT1G28430
chr1	10145029	10147299	chr1	10147693	10149686	AT1G29060
chr1	10145029	10147299	chr1	10147693	10149686	AT1G29060
chr1	10145029	10147299	chr1	10147693	10147918	AT1G29060
chr1	10145029	10147299	chr1	10147693	10147856	AT1G29060
chr3	21425715	21426769	chr3	21425479	21425926	AT3G57854
chr3	21425715	21426769	chr3	21425479	21425926	AT3G57854
chr3	21425715	21426769	chr3	21425479	21425926	AT3G57854
chr3	21425715	21426769	chr3	21426314	21428253	AT3G57860
chr3	21425715	21426769	chr3	21426314	21428253	AT3G57860
chr3	21425715	21426769	chr3	21426733	21427821	AT3G57860
chr3	21425715	21426769	chr3	21426314	21426415	AT3G57860
chr3	21425715	21426769	chr3	21426314	21426415	AT3G57860
chr3	21425715	21426769	chr3	21426720	21427077	AT3G57860
chr3	21425715	21426769	chr3	21426720	21426732	AT3G57860
chr3	21425715	21426769	chr3	21426733	21427077	AT3G57860
chr3	18774478	18776084	chr3	18774597	18774827	AT3G50590
chr3	18774478	18776084	chr3	18774597	18774827	AT3G50590
chr3	18774478	18776084	chr3	18774938	18775092	AT3G50590
chr3	18774478	18776084	chr3	18774938	18775092	AT3G50590
chr3	18774478	18776084	chr3	18775210	18775299	AT3G50590
chr3	18774478	18776084	chr3	18775210	18775299	AT3G50590
chr3	18774478	18776084	chr3	18775477	18775544	AT3G50590
chr3	18774478	18776084	chr3	18775477	18775544	AT3G50590
chr3	18774478	18776084	chr3	18775718	18775830	AT3G50590
chr3	18774478	18776084	chr3	18775718	18775830	AT3G50590
chr3	18774478	18776084	chr3	18771019	18779502	AT3G50590
chr3	18774478	18776084	chr3	18771019	18779502	AT3G50590
chr3	18774478	18776084	chr3	18771292	18779220	AT3G50590
chr3	18774478	18776084	chr3	18775911	18776106	AT3G50590
chr3	18774478	18776084	chr3	18775911	18776106	AT3G50590
chr3	3582520	3583470	chr3	3583883	3585790	AT3G11410
chr3	3582520	3583470	chr3	3583883	3585790	AT3G11410
chr3	3582520	3583470	chr3	3583883	3584180	AT3G11410
chr3	3582520	3583470	chr3	3583883	3584494	AT3G11410
chr1	6387837	6389089	chr1	6385449	6388080	AT1G18560
chr1	6387837	6389089	chr1	6385449	6388080	AT1G18560
chr1	6387837	6389089	chr1	6385614	6388005	AT1G18560
chr1	6387837	6389089	chr1	6387070	6388080	AT1G18560
chr1	6387837	6389089	chr1	6387070	6388005	AT1G18560
chr1	6387837	6389089	chr1	6388006	6388080	AT1G18560
chr3	1290077	1291456	chr3	1288612	1290602	AT3G04730
chr3	1290077	1291456	chr3	1288612	1290602	AT3G04730
chr3	1290077	1291456	chr3	1288993	1290415	AT3G04730
chr3	1290077	1291456	chr3	1290416	1290602	AT3G04730
chr3	1290077	1291456	chr3	1290213	1290415	AT3G04730
chr3	1290077	1291456	chr3	1290213	1290602	AT3G04730
chr2	161524	163332	chr2	163954	165290	AT2G01340
chr2	161524	163332	chr2	163954	165290	AT2G01340
chr2	161524	163332	chr2	163954	164187	AT2G01340
chr2	161524	163332	chr2	163954	164013	AT2G01340
chr3	22680505	22682015	chr3	22680960	22683769	AT3G61280
chr3	22680505	22682015	chr3	22680960	22683769	AT3G61280
chr3	22680505	22682015	chr3	22681145	22683589	AT3G61280
chr3	22680505	22682015	chr3	22680960	22681321	AT3G61280
chr3	22680505	22682015	chr3	22680960	22681144	AT3G61280
chr3	22680505	22682015	chr3	22681145	22681321	AT3G61280
chr3	22680505	22682015	chr3	22681575	22682173	AT3G61280
chr3	22680505	22682015	chr3	22681575	22682173	AT3G61280
chr3	22680505	22682015	chr3	22680960	22683769	AT3G61280
chr3	22680505	22682015	chr3	22681145	22682869	AT3G61280
chr3	22680505	22682015	chr3	22680960	22681321	AT3G61280
chr3	22680505	22682015	chr3	22680960	22681144	AT3G61280
chr3	22680505	22682015	chr3	22681145	22681321	AT3G61280
chr3	22680505	22682015	chr3	22681575	22682173	AT3G61280
chr3	22680505	22682015	chr3	22681575	22682173	AT3G61280
chr2	13283390	13284458	chr2	13282355	13285666	AT2G31170
chr2	13283390	13284458	chr2	13282355	13285645	AT2G31170
chr2	13283390	13284458	chr2	13282559	13285616	AT2G31170
chr2	13283390	13284458	chr2	13284173	13284334	AT2G31170
chr2	13283390	13284458	chr2	13284173	13284334	AT2G31170
chr2	13283390	13284458	chr2	13283919	13284089	AT2G31170
chr2	13283390	13284458	chr2	13283919	13284089	AT2G31170
chr2	13283390	13284458	chr2	13283552	13283833	AT2G31170
chr2	13283390	13284458	chr2	13283552	13283833	AT2G31170
chr2	13283390	13284458	chr2	13283348	13283473	AT2G31170
chr2	13283390	13284458	chr2	13283348	13283473	AT2G31170
chr2	13283390	13284458	chr2	13282355	13285666	AT2G31170
chr2	13283390	13284458	chr2	13282559	13284256	AT2G31170
chr2	13283390	13284458	chr2	13284257	13284334	AT2G31170
chr2	13283390	13284458	chr2	13284173	13284256	AT2G31170
chr2	13283390	13284458	chr2	13284173	13284334	AT2G31170
chr2	13283390	13284458	chr2	13283919	13284089	AT2G31170
chr2	13283390	13284458	chr2	13283919	13284089	AT2G31170
chr2	13283390	13284458	chr2	13283552	13283833	AT2G31170
chr2	13283390	13284458	chr2	13283552	13283833	AT2G31170
chr2	13283390	13284458	chr2	13283348	13283473	AT2G31170
chr2	13283390	13284458	chr2	13283348	13283473	AT2G31170
chr5	4767012	4768647	chr5	4768468	4772153	AT5G14760
chr5	4767012	4768647	chr5	4768468	4772153	AT5G14760
chr5	4767012	4768647	chr5	4768468	4768742	AT5G14760
chr5	4767012	4768647	chr5	4768468	4768742	AT5G14760
chr1	6329494	6331964	chr1	6325642	6330098	AT1G18390
chr1	6329494	6331964	chr1	6325642	6330079	AT1G18390
chr1	6329494	6331964	chr1	6325876	6329935	AT1G18390
chr1	6329494	6331964	chr1	6329420	6330079	AT1G18390
chr1	6329494	6331964	chr1	6329420	6329935	AT1G18390
chr1	6329494	6331964	chr1	6329936	6330079	AT1G18390
chr1	6329494	6331964	chr1	6327463	6330098	AT1G18390
chr1	6329494	6331964	chr1	6327463	6329935	AT1G18390
chr1	6329494	6331964	chr1	6329420	6330098	AT1G18390
chr1	6329494	6331964	chr1	6329420	6329935	AT1G18390
chr1	6329494	6331964	chr1	6329936	6330098	AT1G18390
chr1	6329494	6331964	chr1	6331398	6333743	AT1G18400
chr1	6329494	6331964	chr1	6331398	6333743	AT1G18400
chr1	6329494	6331964	chr1	6331464	6333576	AT1G18400
chr1	6329494	6331964	chr1	6331398	6331820	AT1G18400
chr1	6329494	6331964	chr1	6331398	6331463	AT1G18400
chr1	6329494	6331964	chr1	6331464	6331820	AT1G18400
chr1	6329494	6331964	chr1	6331924	6332049	AT1G18400
chr1	6329494	6331964	chr1	6331924	6332049	AT1G18400
chr1	24971956	24972866	chr1	24970523	24973069	AT1G66930
chr1	24971956	24972866	chr1	24970523	24973069	AT1G66930
chr1	24971956	24972866	chr1	24970523	24973069	AT1G66930
chr1	24971956	24972866	chr1	24971913	24973069	AT1G66930
chr1	24971956	24972866	chr1	24971913	24973069	AT1G66930
chr4	11967641	11969048	chr4	11968276	11971149	AT4G22780
chr4	11967641	11969048	chr4	11968276	11971149	AT4G22780
chr4	11967641	11969048	chr4	11968696	11970956	AT4G22780
chr4	11967641	11969048	chr4	11968696	11969082	AT4G22780
chr4	11967641	11969048	chr4	11968276	11968695	AT4G22780
chr4	11967641	11969048	chr4	11968276	11969082	AT4G22780
chr2	14072657	14073617	chr2	14070987	14073211	AT2G33205
chr2	14072657	14073617	chr2	14070987	14073211	AT2G33205
chr2	14072657	14073617	chr2	14070987	14073211	AT2G33205
chr2	14072657	14073617	chr2	14072974	14073211	AT2G33205
chr2	14072657	14073617	chr2	14072974	14073211	AT2G33205
chr2	14072657	14073617	chr2	14072820	14072896	AT2G33205
chr2	14072657	14073617	chr2	14072820	14072896	AT2G33205
chr2	14072657	14073617	chr2	14072574	14072733	AT2G33205
chr2	14072657	14073617	chr2	14072574	14072733	AT2G33205
chr2	11286200	11288804	chr2	11288372	11288427	AT2G26540
chr2	11286200	11288804	chr2	11288372	11288427	AT2G26540
chr2	11286200	11288804	chr2	11288119	11288204	AT2G26540
chr2	11286200	11288804	chr2	11288119	11288204	AT2G26540
chr2	11286200	11288804	chr2	11287867	11288001	AT2G26540
chr2	11286200	11288804	chr2	11287867	11288001	AT2G26540
chr2	11286200	11288804	chr2	11287666	11287735	AT2G26540
chr2	11286200	11288804	chr2	11287365	11287665	AT2G26540
chr2	11286200	11288804	chr2	11287365	11287735	AT2G26540
chr2	11286200	11288804	chr2	11288719	11288814	AT2G26540
chr2	11286200	11288804	chr2	11288719	11288814	AT2G26540
chr2	11286200	11288804	chr2	11287365	11290360	AT2G26540
chr2	11286200	11288804	chr2	11287365	11290360	AT2G26540
chr2	11286200	11288804	chr2	11287666	11290224	AT2G26540
chr1	4094735	4097318	chr1	4095246	4095845	AT1G12100
chr1	4094735	4097318	chr1	4095246	4095845	AT1G12100
chr1	4094735	4097318	chr1	4095246	4095845	AT1G12100
chr1	4094735	4097318	chr1	4095246	4095273	AT1G12100
chr1	4094735	4097318	chr1	4095246	4095273	AT1G12100
chr1	4094735	4097318	chr1	4095475	4095845	AT1G12100
chr1	4094735	4097318	chr1	4095475	4095845	AT1G12100
chr4	16709556	16712042	chr4	16708552	16710289	AT4G35100
chr4	16709556	16712042	chr4	16708598	16710248	AT4G35100
chr4	16709556	16712042	chr4	16708672	16709958	AT4G35100
chr4	16709556	16712042	chr4	16709605	16709745	AT4G35100
chr4	16709556	16712042	chr4	16709605	16709745	AT4G35100
chr4	16709556	16712042	chr4	16709839	16710248	AT4G35100
chr4	16709556	16712042	chr4	16709839	16709958	AT4G35100
chr4	16709556	16712042	chr4	16709959	16710248	AT4G35100
chr4	16709556	16712042	chr4	16708552	16710289	AT4G35100
chr4	16709556	16712042	chr4	16708672	16709958	AT4G35100
chr4	16709556	16712042	chr4	16709605	16709745	AT4G35100
chr4	16709556	16712042	chr4	16709605	16709745	AT4G35100
chr4	16709556	16712042	chr4	16709839	16710034	AT4G35100
chr4	16709556	16712042	chr4	16709839	16709958	AT4G35100
chr4	16709556	16712042	chr4	16709959	16710034	AT4G35100
chr4	16709556	16712042	chr4	16710107	16710289	AT4G35100
